SalePrice,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
147000,1120,0,0,3,1Fam,TA,No,206,0,ALQ,Unf,0,0,Gd,914,Y,Feedr,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,0,0,,,,,,1120,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8402,Inside,70,Reg,0,20,RL,0,None,,0,12,Mitchel,30,5,5,Y,0,CompShg,Gable,Partial,New,0,Pave,6,1120,AllPub,0,2007,2007,2007
147000,1026,0,0,3,1Fam,Gd,Gd,505,435,GLQ,LwQ,1,0,Gd,0,Y,Norm,Norm,SBrkr,34,TA,TA,Plywood,HdBoard,MnPrv,,0,CBlock,1,Typ,576,2,Fa,Unf,TA,Detchd,1981,1026,0,GasA,TA,SLvl,1,TA,Low,Mod,10970,Inside,,IR1,0,80,RL,0,None,,0,10,CollgCr,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,940,AllPub,0,1978,1978,2008
147000,996,0,0,2,1Fam,TA,Av,747,0,GLQ,Unf,1,0,Gd,189,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,PConc,1,Typ,564,2,TA,Unf,TA,Attchd,1992,996,0,GasA,Ex,SFoyer,1,Gd,Lvl,Gtl,9069,Inside,73,Reg,0,85,RL,0,None,,0,4,SawyerW,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,936,AllPub,120,1992,1992,2010
147000,912,0,0,2,1Fam,TA,No,595,0,ALQ,Unf,1,0,TA,317,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,1992,912,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8872,Corner,72,Reg,0,20,RL,300,BrkFace,,0,12,NAmes,240,8,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,912,AllPub,0,1965,2008,2008
147000,1122,0,0,2,1Fam,TA,No,144,608,GLQ,ALQ,1,0,TA,172,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,GdWo,,0,CBlock,1,Typ,528,2,TA,Unf,TA,Attchd,1948,1122,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12000,Inside,100,Reg,0,20,RM,0,None,,0,5,OldTown,36,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,924,AllPub,0,1948,2005,2008
147000,1795,0,0,2,1Fam,TA,Av,0,0,Unf,Unf,0,0,Ex,1795,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,895,3,TA,RFn,TA,Attchd,2007,1795,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9986,Inside,75,Reg,0,20,RL,428,BrkFace,,0,2,Somerst,49,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,7,1795,AllPub,0,2006,2007,2007
146800,1062,0,0,3,1Fam,TA,Av,539,0,ALQ,Unf,1,0,Gd,490,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,2,PConc,1,Typ,539,2,TA,RFn,TA,Attchd,1976,1062,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,11333,Corner,,IR1,0,80,RL,0,None,,0,5,Mitchel,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1029,AllPub,120,1976,1976,2007
146500,888,756,0,3,1Fam,TA,No,386,0,LwQ,Unf,0,0,TA,342,Y,Artery,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,Gd,2,CBlock,1,Typ,312,1,TA,Unf,TA,Attchd,1942,1644,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9480,Inside,79,Reg,0,70,RL,224,Stone,,0,6,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,728,AllPub,168,1942,1995,2007
146000,703,689,0,2,TwnhsE,TA,No,0,0,Unf,Unf,0,0,Gd,689,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,540,2,TA,Unf,TA,Detchd,2007,1392,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3604,Corner,34,Reg,0,160,FV,0,None,,0,2,Somerst,102,5,7,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,5,689,AllPub,0,2007,2007,2008
146000,1200,0,0,1,1Fam,TA,Mn,661,0,GLQ,Unf,1,0,TA,203,Y,Feedr,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,,0,CBlock,1,Typ,884,2,TA,Unf,TA,Detchd,1977,1200,1,GasA,Gd,1Story,1,Gd,Lvl,Gtl,9230,Corner,71,Reg,0,20,RL,166,BrkFace,,0,10,NAmes,64,8,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,864,AllPub,0,1965,1998,2006
146000,855,601,0,3,Twnhs,TA,No,311,0,ALQ,Unf,0,0,Gd,544,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,,TA,1,CBlock,2,Typ,440,2,TA,Unf,TA,Attchd,1978,1456,1,GasA,Fa,2Story,1,TA,Lvl,Gtl,2280,Inside,24,Reg,0,160,RL,0,None,,0,7,NPkVill,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,855,AllPub,26,1978,1978,2010
145900,1272,928,0,4,Duplex,TA,No,1084,0,ALQ,Unf,2,0,TA,188,Y,Feedr,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,GdPrv,,0,CBlock,2,Typ,0,0,,,,,,2200,2,GasA,Gd,1.5Fin,2,TA,Lvl,Gtl,8777,Inside,67,Reg,0,90,RL,0,None,,0,9,Edwards,70,7,5,N,0,CompShg,Gable,Normal,WD,0,Pave,9,1272,AllPub,0,1900,2003,2008
145500,1053,0,0,3,1Fam,TA,No,806,0,ALQ,Unf,1,0,TA,247,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,312,1,TA,RFn,TA,Attchd,1959,1053,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10007,Inside,72,IR1,0,20,RL,54,BrkFace,,0,8,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1053,AllPub,0,1959,2006,2008
145250,1383,0,0,3,1Fam,TA,No,565,0,Rec,Unf,0,0,TA,818,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,292,1,TA,RFn,TA,Attchd,1960,1383,1,GasA,TA,1Story,1,TA,Lvl,Gtl,11600,Inside,80,Reg,0,20,RL,175,BrkFace,,0,4,NAmes,45,5,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,1383,AllPub,0,1960,1960,2006
145000,1097,0,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1097,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,672,2,TA,Unf,TA,Attchd,1995,1097,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,10859,Corner,112,Reg,0,20,RL,0,None,,0,6,CollgCr,64,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1097,AllPub,392,1994,1995,2009
145000,1092,0,0,3,1Fam,TA,No,787,0,Rec,Unf,1,0,Gd,305,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,504,2,Gd,RFn,TA,Attchd,1964,1092,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8250,Inside,75,Reg,0,20,RL,260,Stone,,0,7,NAmes,0,7,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1092,AllPub,0,1964,1964,2008
145000,1314,0,0,3,1Fam,TA,No,922,0,Rec,Unf,1,0,TA,392,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,294,1,TA,RFn,TA,Attchd,1957,1314,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8400,Inside,70,Reg,0,20,RL,0,None,,0,6,NAmes,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1314,AllPub,250,1957,1957,2010
145000,988,517,0,3,1Fam,TA,No,399,0,Rec,Unf,1,0,TA,484,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,240,1,TA,Unf,TA,Detchd,1940,1505,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,9144,Inside,,Reg,0,50,RL,0,None,,0,7,BrkSide,0,5,5,N,0,CompShg,Gable,Normal,WD,0,Pave,8,883,AllPub,0,1940,1982,2008
145000,1056,0,0,3,2fmCon,TA,Mn,1056,0,Rec,Unf,1,0,TA,0,N,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,572,2,TA,Fin,TA,Attchd,1955,1056,0,GasA,TA,1Story,1,TA,Bnk,Gtl,34650,Inside,100,Reg,0,190,RL,0,None,,0,1,Gilbert,0,5,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,1056,AllPub,264,1955,1955,2006
145000,877,600,0,3,1Fam,TA,No,0,0,Unf,Unf,0,1,TA,861,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,1,BrkTil,2,Typ,216,1,TA,Unf,TA,Detchd,1928,1477,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,6292,Inside,52,Reg,0,50,RL,0,None,,0,8,SWISU,50,7,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,861,AllPub,0,1928,1950,2009
145000,1712,0,0,4,Duplex,TA,No,528,0,LwQ,Unf,0,0,TA,1098,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,2,Typ,588,2,TA,Fin,TA,Attchd,2005,1712,0,GasA,Ex,1Story,2,TA,Lvl,Gtl,8393,Corner,70,Reg,0,90,RL,122,BrkFace,,0,6,NAmes,54,5,5,Y,0,CompShg,Gable,Family,WD,0,Pave,8,1626,AllPub,272,1959,2005,2006
145000,1001,1001,0,4,Duplex,TA,No,284,0,BLQ,Unf,0,0,TA,717,N,Norm,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,2,Typ,871,3,TA,Unf,TA,2Types,1949,2002,0,GasA,TA,2Story,2,TA,HLS,Gtl,6270,Inside,82,Reg,0,90,RH,0,None,,0,8,Crawfor,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,1001,AllPub,0,1949,1950,2007
145000,979,979,0,4,Duplex,TA,No,484,0,Rec,Unf,0,0,Gd,495,N,Norm,Norm,FuseF,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,2,Typ,492,2,TA,Unf,TA,Attchd,1946,1958,0,GasA,TA,2Story,2,TA,HLS,Gtl,7136,Inside,82,IR1,0,90,RH,423,BrkFace,,0,8,Crawfor,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,979,AllPub,0,1946,1950,2007
145000,990,0,0,3,1Fam,TA,No,686,0,GLQ,Unf,0,1,Gd,304,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,672,2,TA,Unf,TA,Detchd,1996,990,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9245,Inside,57,IR2,0,20,RL,0,None,,0,2,CollgCr,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,990,AllPub,0,1994,1995,2008
145000,1258,0,216,3,1Fam,TA,No,656,0,ALQ,Unf,0,1,TA,602,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,,,0,CBlock,2,Typ,528,2,TA,RFn,TA,Attchd,1971,1258,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11040,Inside,80,Reg,0,20,RL,144,BrkFace,,0,10,NWAmes,0,7,6,Y,0,CompShg,Gable,Abnorml,COD,0,Pave,5,1258,AllPub,55,1971,2004,2008
145000,960,0,0,0,1Fam,Gd,Av,648,0,GLQ,Unf,1,1,TA,0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,,,0,CBlock,0,Typ,364,1,TA,Unf,TA,Attchd,1965,960,0,GasA,Ex,SLvl,1,TA,Lvl,Gtl,10246,CulDSac,,IR1,0,80,RL,0,None,,0,5,Sawyer,0,9,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,3,648,AllPub,88,1965,2001,2006
145000,1138,0,0,3,1Fam,TA,Av,507,0,GLQ,Unf,0,1,TA,81,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,MnWw,,0,CBlock,1,Typ,264,1,TA,RFn,TA,Attchd,1958,1138,0,GasA,Ex,SLvl,1,TA,Lvl,Gtl,10482,Inside,65,Reg,0,80,RL,63,BrkFace,,0,6,NAmes,0,8,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,588,AllPub,224,1958,1958,2007
145000,1072,0,0,2,TwnhsE,TA,Gd,547,0,GLQ,Unf,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,525,2,TA,Fin,TA,Basment,2005,1072,0,GasA,Gd,SLvl,1,TA,Lvl,Gtl,3675,Inside,35,Reg,0,180,RM,80,BrkFace,,0,5,Edwards,28,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,547,AllPub,0,2005,2005,2006
144900,1086,0,0,3,1Fam,TA,No,320,362,ALQ,BLQ,1,0,TA,404,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,,0,CBlock,1,Typ,490,2,TA,Unf,TA,Attchd,1989,1086,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10200,Inside,85,Reg,0,20,RL,104,BrkFace,,0,5,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1086,AllPub,0,1954,2003,2010
144500,848,0,0,1,TwnhsE,TA,Gd,662,0,GLQ,Unf,1,0,Gd,186,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,1,Typ,420,2,TA,Fin,TA,Attchd,2004,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4438,Inside,,Reg,0,120,RM,169,BrkFace,,0,6,CollgCr,0,5,6,Y,0,CompShg,Gable,Normal,ConLD,0,Pave,4,848,AllPub,140,2004,2004,2008
144500,1526,0,0,4,1Fam,TA,Av,383,0,Rec,Unf,0,0,TA,833,Y,Norm,Norm,FuseA,0,TA,TA,HdBoard,HdBoard,,Gd,1,CBlock,1,Min2,364,1,TA,Unf,TA,Basment,1957,1526,0,GasA,Ex,1Story,1,TA,Lvl,Mod,8562,Inside,68,Reg,0,20,RL,145,Stone,,0,5,Edwards,78,6,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,1216,AllPub,116,1957,2002,2010
144152,520,600,0,2,TwnhsE,TA,No,0,0,Unf,Unf,0,0,Gd,600,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,,,0,PConc,2,Typ,480,2,TA,RFn,TA,Detchd,2005,1200,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3180,Inside,30,Reg,80,160,FV,0,None,,0,4,Somerst,166,5,7,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,4,600,AllPub,0,2005,2005,2006
144000,912,0,0,2,1Fam,TA,No,737,0,ALQ,Unf,1,0,TA,175,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,,,0,CBlock,1,Typ,352,1,TA,Unf,TA,Detchd,1962,912,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12968,Inside,,IR2,0,20,RL,0,None,,0,9,Sawyer,0,6,5,Y,0,CompShg,Hip,Normal,WD,176,Pave,4,912,AllPub,140,1962,1962,2008
144000,884,0,0,2,1Fam,TA,Av,747,93,ALQ,LwQ,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,504,2,Gd,RFn,TA,Attchd,1983,884,0,GasA,Gd,SFoyer,1,Gd,Lvl,Gtl,9180,CulDSac,,IR1,0,85,RL,0,None,,0,12,SawyerW,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,840,AllPub,240,1983,1983,2007
144000,1056,0,0,0,Duplex,TA,No,1056,0,GLQ,Unf,2,0,TA,0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,GdPrv,,0,CBlock,0,Typ,576,2,TA,Unf,TA,Detchd,1980,1056,0,GasA,Gd,SFoyer,2,TA,Lvl,Gtl,6979,Inside,64,Reg,0,90,RL,0,None,Shed,600,6,OldTown,56,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,1056,AllPub,264,1980,1980,2010
144000,2020,0,0,4,Duplex,,,0,0,,,0,0,,0,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,TA,2,Slab,2,Typ,630,2,TA,Unf,TA,Detchd,1977,2020,0,GasA,TA,1Story,2,TA,Lvl,Gtl,8400,Inside,60,Reg,0,90,RH,320,BrkFace,,0,10,SawyerW,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,10,0,AllPub,0,1977,1977,2007
144000,1099,0,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1099,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,352,1,TA,Unf,TA,Attchd,1999,1099,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9525,Inside,75,Reg,0,20,RL,0,None,,0,6,CollgCr,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1099,AllPub,278,1995,2006,2008
144000,1167,0,0,3,1Fam,TA,No,645,0,BLQ,Unf,0,0,TA,270,Y,Norm,Norm,SBrkr,216,Fa,TA,Stucco,Stucco,,Gd,1,BrkTil,1,Maj1,495,2,TA,Unf,TA,Detchd,1972,1167,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8731,Inside,98,IR1,0,30,RL,0,None,,0,5,BrkSide,0,5,5,Y,0,CompShg,Gable,Normal,WD,126,Pave,6,915,AllPub,0,1920,1950,2007
144000,815,875,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,815,Y,Norm,Norm,SBrkr,330,TA,TA,MetalSd,MetalSd,,Gd,1,BrkTil,1,Typ,225,1,TA,Unf,TA,Detchd,1916,1690,0,GasA,Ex,2.5Unf,1,TA,Bnk,Gtl,8850,Corner,65,IR1,0,75,RM,0,None,,0,7,OldTown,0,6,7,Y,0,CompShg,Gable,Normal,ConLw,0,Pave,7,815,AllPub,0,1916,1950,2006
144000,874,650,0,3,1Fam,TA,No,460,0,BLQ,Unf,0,0,TA,414,Y,Feedr,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,GdWo,,0,CBlock,1,Typ,315,1,TA,Unf,TA,Attchd,1958,1524,1,GasW,TA,1.5Fin,1,TA,Lvl,Gtl,11344,Inside,78,Reg,0,50,RL,180,BrkFace,,0,7,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,874,AllPub,0,1958,1958,2007
144000,848,0,0,1,TwnhsE,TA,Av,685,0,GLQ,Unf,1,0,Gd,163,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,1,Typ,420,2,TA,Fin,TA,Attchd,2003,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4435,Inside,,Reg,0,120,RM,170,BrkFace,,0,6,CollgCr,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,848,AllPub,140,2003,2004,2009
144000,1344,0,0,2,1Fam,TA,No,457,374,ALQ,Rec,1,0,TA,193,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,TA,1,CBlock,1,Min1,484,1,TA,Unf,TA,Detchd,1970,1344,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9503,Inside,,Reg,0,20,RL,0,None,,0,6,NAmes,28,5,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1024,AllPub,316,1958,1983,2007
143900,1696,0,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,1140,Y,RRAe,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,,TA,1,CBlock,1,Min2,349,1,TA,RFn,TA,Attchd,1962,1696,1,GasA,TA,1Story,1,TA,Lvl,Gtl,13673,CulDSac,40,IR1,0,20,RL,0,None,,0,3,Sawyer,30,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,1140,AllPub,0,1962,1962,2007
143750,958,0,0,2,TwnhsE,TA,No,958,0,LwQ,Unf,0,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,,0,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1976,958,0,GasA,TA,1Story,1,TA,Lvl,Gtl,4928,Inside,,IR1,0,120,RL,0,None,,0,10,NPkVill,60,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,958,AllPub,0,1976,1976,2009
143500,1285,0,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,660,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,TA,1,CBlock,1,Typ,528,2,TA,RFn,TA,Attchd,1977,1285,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,8197,Inside,71,Reg,0,20,RL,148,BrkFace,,0,4,Sawyer,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,660,AllPub,138,1977,1977,2007
143500,1268,0,0,3,1Fam,Gd,Av,196,0,ALQ,Unf,0,0,Gd,1072,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,,,0,CBlock,1,Typ,252,1,TA,Unf,TA,Detchd,1978,1268,1,GasA,TA,1Story,1,Gd,Lvl,Mod,9286,CulDSac,,IR1,0,20,RL,0,None,,0,10,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1268,AllPub,173,1977,1989,2009
143250,981,0,0,3,1Fam,TA,No,282,35,ALQ,LwQ,1,0,TA,664,Y,Norm,Norm,SBrkr,40,TA,TA,Plywood,Plywood,,,0,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,1979,981,1,GasA,TA,1Story,1,TA,Lvl,Gtl,10530,Corner,,IR1,0,20,RL,0,None,,0,3,NAmes,312,5,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,981,AllPub,0,1971,1971,2007
143000,796,566,320,1,1Fam,TA,No,732,0,GLQ,Unf,1,0,Gd,64,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,,0,Wood,1,Typ,480,2,TA,Unf,TA,Attchd,1993,1362,1,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,14115,Inside,85,IR1,0,50,RL,0,None,Shed,700,10,Mitchel,30,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,796,AllPub,40,1993,1995,2009
143000,1214,0,0,3,1Fam,TA,No,695,0,BLQ,Unf,0,0,TA,519,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,Fa,1,CBlock,2,Typ,318,1,TA,RFn,TA,Attchd,1967,1214,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10355,Corner,,IR1,0,20,RL,196,BrkFace,,0,7,NAmes,111,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1214,AllPub,0,1967,1967,2007
143000,1473,0,0,1,1Fam,TA,Gd,1324,0,GLQ,Unf,2,0,TA,113,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,2,CBlock,1,Typ,452,1,TA,Unf,TA,Attchd,1968,1473,0,GasA,Ex,1Story,1,Ex,Low,Sev,25095,Inside,65,IR1,0,20,RL,0,None,,0,6,ClearCr,48,8,5,Y,0,Tar&Grv,Flat,Partial,WD,60,Pave,5,1437,AllPub,0,1968,2003,2009
143000,923,0,0,2,TwnhsE,TA,No,543,119,BLQ,BLQ,0,0,Gd,261,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,TA,1,CBlock,2,Typ,264,1,TA,RFn,TA,Attchd,1980,923,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8012,Inside,50,Reg,0,120,RL,0,None,,0,5,SawyerW,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,923,AllPub,80,1980,1980,2010
143000,848,0,0,1,TwnhsE,TA,Av,662,0,GLQ,Unf,1,0,Gd,186,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,1,Typ,420,2,TA,RFn,TA,Attchd,2004,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4426,Inside,,Reg,0,120,RM,169,BrkFace,,0,5,CollgCr,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,3,848,AllPub,160,2004,2004,2010
143000,1632,0,0,4,Duplex,TA,Av,0,0,Unf,Unf,0,0,TA,1632,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,,,0,CBlock,2,Typ,576,2,TA,Unf,TA,Attchd,1967,1632,0,GasA,TA,1Story,2,TA,Low,Gtl,25000,Inside,100,Reg,0,90,RL,0,None,,0,6,Mitchel,0,4,5,P,0,CompShg,Gable,Normal,WD,0,Pave,8,1632,AllPub,0,1967,1967,2007
143000,1144,0,0,3,1Fam,TA,Av,748,294,ALQ,BLQ,1,0,TA,102,Y,Norm,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,,TA,1,CBlock,1,Typ,796,1,TA,RFn,TA,Attchd,1959,1144,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,8163,Inside,70,Reg,0,80,RL,128,BrkFace,,0,3,NAmes,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1144,AllPub,86,1959,1959,2006
143000,832,650,0,3,1Fam,TA,No,624,0,ALQ,Unf,0,1,TA,26,Y,Artery,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,324,2,TA,Unf,TA,Detchd,1930,1482,0,GasA,Ex,2Story,1,TA,Lvl,Gtl,9000,Inside,50,Reg,0,70,RM,0,None,,0,7,OldTown,0,9,7,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,650,AllPub,0,1920,1988,2009
